name;votes;level
Публиковать актуальный текст НПА при внесении в него изменений;798;Федеральный
Установить предельный возраст для избрания депутатом Госдумы 55 лет;798;Федеральный
Предоставить право на опровержение сведений, которые были распространены в средстве массовой информации в отношении неограниченного круга лиц;797;Федеральный
Субсидировать из средств компаний, ответственных за инфраструктуру, часть средств на коммунальные платежи населения;797;Федеральный
Внести дополнения в Закон РФ от 21.02.1992 г. № 2395-1 «О недрах» в части введения норм обеспечения рекультивации при добыче любых видов ископаемых;795;Федеральный
Разрешить гражданам России отказаться от пенсии;795;Федеральный
Сократить очереди в ГИБДД;795;Федеральный
Внести в список эффективности деятельности глав субъектов, муниципальных органов такой показатель, как информированность граждан и статистика пользования сайтом РОИ на данной территории;795;Федеральный
Запретить регистрацию транспортных средств (ТС) должниками вместо запрета на регистрационные действия с ТС должника;795;Федеральный
Лишать родительских прав и привлекать к уголовной ответственности, тех кто отказывается лечить своего ребёнка по религиозным соображениям;794;Федеральный
Принять закон о нарушении тишины и общественного порядка в дневное и ночное время на территории деревень, поселков и организованных единицах домов (ДНП, ДНТ, СНТ, ДПК и т.п.);791;Федеральный
Выделить учителей, воспитателей, врачей и персонал скорой помощи в отдельную категорию;791;Федеральный
Ввести систему уведомительной регистрации для граждан РФ по месту временного жительства/работы/учёбы;790;Федеральный
Прекратить существование серого рынка труда на территории РФ;788;Федеральный
Внести изменения в Закон об обращениях, установив дату получения обращения единой с датой регистрации;788;Федеральный
Ввести осуществление сбора подписей в поддержку выдвижения политических партий на участие в выборах, кандидатов в депутаты, кандидатов в президенты через многофункциональные центры (МФЦ);787;Федеральный
Внести изменения в ст.220 Налогового кодекса Российской Федерации;785;Федеральный
Запретить организациям предлагать коммерческие продукты, не относящиеся к профессиональной деятельности организации;785;Федеральный
Ввести голосовое информирование абонентов операторами сотовой связи о стоимости исходящего вызова;785;Федеральный
Запретить госзакупки продукции американских производителей;785;Федеральный
Использовать принцип разветвленной цепной реакции в борьбе с коррупцией;783;Федеральный
Запретить частную медицину;783;Федеральный
Запретить рекламирование организаций (банков, страховых компаний) с неустойчивым финансовым состоянием ;781;Федеральный
Отменить обязательные взносы предпринимателей в фонды (ПФР, ФОМС);780;Федеральный
Увеличить расстояние до нерегулируемого пешеходного перехода, на котором запрещена остановка, до 15 метров;779;Федеральный
Изменить виды наказания виновных в причинении потерпевшим тяжкого вреда здоровью;778;Федеральный
Ввести единую уникальную классификацию обращений граждан;776;Федеральный
Перевести получение всех типов виз в Россию в электронный формат (по примеру свободного порта Владивостока);776;Федеральный
Продвижение в сетях сельскохозяйственных производителей;776;Федеральный
Создать сайт общероссийского мирового суда;776;Федеральный
Исключить обязанность ТСЖ при формировании лицевого счета в ГИС ЖКЖ указывать персональные данные собственников;775;Федеральный
Разрешить на портале «РОИ» голосовать за все опубликованные инициативы - федеральные, региональные, муниципальные;775;Федеральный
Внедрить анонимный способ контроля результатов голосования гражданами путем приклеивания наклеек с идентификатором на бюллетень и считывания только при процедуре подсчёта голосов и бюллетеней в центризбиркоме;775;Федеральный
Ограничить аренду жилья иностранным гражданам, ввести уголовную ответственность за сдачу жилья в аренду иностранным гражданам без специального разрешения;774;Федеральный
Отменить приказ № 302н Минздравсоцразвития России от 12.04.2011 г., и сократить список медицинских противопоказаний к допуску к работам до обоснованного минимума;774;Федеральный
Обязать кинотеатры возвращать зрителю деньги за билет на киносеанс, если зритель покинул сеанс до его середины;774;Федеральный
Выдавать отсрочку от армии молодым врачам ;773;Федеральный
Утвердить официальный справочник толкования слов в литературном значении для целей правоприменения, правопользования;773;Федеральный
Создать единую базу домашних заданий для школьников;773;Федеральный
Ввести обязательную дополнительную медицинскую страховку курильщика, индивидуально оплачиваемую курящими гражданами;772;Федеральный
Предоставить компенсацию стоимости онлайн-касс или модернизации старых ККТ под онлайн-кассы для индивидуальных предпринимателей (ИП) (всех режимов налогообложения) и малых предприятий в связи с обязательным переходом на онлайн-кассы;772;Федеральный
Реформировать подготовку к армейской службе;771;Федеральный
Разрешить использовать материнский капитал для покупки автомобиля для жителей сельской местности;771;Федеральный
Обеспечить свободный доступ граждан к   части парка «Лосиный остров», находящейся за МКАД;771;Федеральный
Разработать и реализовать программу по расселению общежитий в регионах;771;Федеральный
Вернуть статью 130 (оскорбление) в Уголовный кодекс РФ;771;Федеральный
Изменить условия обсуждения инициатив на портале РОИ;770;Федеральный
Организовать поддержку при повышении квалификации и переподготовке граждан;770;Федеральный
Запретить продажу аэрозольной краски несовершеннолетним;770;Федеральный
Полностью запретить ночные клубы;768;Федеральный
Изменить правила раздела долевой собственности в жилых помещениях;768;Федеральный
Признать обременение «ипотека в силу закона» наличием юридического ограничения права на собственность;768;Федеральный
Транслировать на всех российских телеканалах информацию об органах различных ветвей власти в обеспечении и защите прав и свобод человека и гражданина;766;Федеральный
Расширение полномочий адвокатуры;766;Федеральный
Создать единый общегосударственный информационный портал в сети Интернет по обеспечению производства по уголовным делам «Ваша честь»;766;Федеральный
Реализовать право на получение страховой пенсии лиц, являющихся получателями пенсии за выслугу лет в соответствии с Законом РФ от 12.02.1993 г. № 4468-1;765;Федеральный
Присвоить бывшим несовершеннолетним узникам фашистских концлагерей статус «Участник Великой Отечественной войны»;765;Федеральный
Внедрить методику лечения спины Бубновского в районных городских поликлиниках;765;Федеральный
Провести общественные слушания о необходимости обязать производителя нумеровать товар определённой категории буквенно-цифровым кодом с возможностью проверки его на сайте предприятия;765;Федеральный
Признавать инвалидами граждан, страдающих заболеванием «системная красная волчанка»;764;Федеральный
Разработать и реализовать программу поддержки и развития малых городов населением менее 100 тысяч, автоматически присваивая им статус территорий опережающего социально-экономического развития (ТОСЭР);764;Федеральный
Обеспечить защиту интересов работников;764;Федеральный
Законодательно закрепить наследование в день смерти бесплатно и мгновенно, сбор документов отменить;764;Федеральный
Принять закон о статусе «монорайонов» и скоординировать действия властей по развитию сел, поселков, малых городов, деревень;763;Федеральный
Ввести меры для адаптации иностранцев в России;763;Федеральный
Награждать нагрудным знаком «Почетный донор России» доноров органов и тканей;762;Федеральный
Создать «Фонд справедливости»;762;Федеральный
Внести изменения в законодательство в части стоимости вывоза жидких отходов из многоквартирных домов;762;Федеральный
Запретить употребление пищи в учреждениях культуры и искусства;761;Федеральный
Законодательно запретить родительские комитеты, и предусмотреть административную ответственность за их создание;758;Федеральный
Оборудовать знаки пешеходного перехода кнопкой включения подсветки этого знака;757;Федеральный
Запретить вести ремонтные и строительные работы в населённых пунктах и вблизи от них по субботам и воскресеньям за исключением внутренних отделочных работ, не издающих шума;757;Федеральный
Размещать на купюрах их номинал шрифтом Брайля, иными тактильными признаками, оборудовать терминалы оплаты пластиковых карт голосовым сопровождением суммы к оплате;756;Федеральный
Создать раздел - «песочницу» на roi.ru для предварительной публикации инициатив с возможностью комментирования;756;Федеральный
Внести изменения в п.1 ч.17 ст.51 Градостроительного кодекса Российской Федерации;756;Федеральный
Сохранить автономный статус Государственного центра русского фольклора и целостность его коллектива;755;Федеральный
Принять федеральный закон о безопасном размещении детских игровых площадок в торговых-развлекательных центрах;755;Федеральный
Отменить ограничение на максимальное количество не более 10 патронов в магазине (барабане) гражданского оружия;755;Федеральный
Вернуть в Единую систему конструкторской документации (ЕСКД) - в ГОСТ 2.201 в качестве разрешенной предметную систему обозначений конструкторских документов;755;Федеральный
Выплатить проиндексированные страховые пенсии уволившимся в 2017 году пенсионерам, начиная со следующего после увольнения месяца, не исключая периода в 3 месяца для вынесения ПФР решения ;754;Федеральный
Разработать и реализовать общественно-государственный проект «Дом моей мечты» для решения жилищного вопроса;754;Федеральный
Отменить транспортный налог для электромобилей;753;Федеральный
Запретить ремонт федеральных автодорог без предварительной постройки объездной дороги, которая не снижает средней скорости на участке;753;Федеральный
Получение статуса иностранных агентов для банков;753;Федеральный
Урегулировать режим отдыха при несении нарядов в Вооружённых силах;753;Федеральный
Обеспечить максимальную сохранность вкладов. Изменить порядок очереди кредиторов ликвидированных банков.;751;Федеральный
Государство должно помогать бизнесу, а не тормозить;750;Федеральный
Ограничить объём домашних заданий для школьников по времени выполнения;749;Федеральный
Ужесточить наказание за несоблюдение правил пожарной безопасности и взятки в этой сфере;748;Федеральный
Создать единый регламент госприёмки зданий и помещений к безопасной эксплуатации;747;Федеральный
Создание профессиональной армии;746;Федеральный
Обеспечить централизованное использование справочно-правовых систем бюджетными организациями;746;Федеральный
Разрешить многодетным семьям парковать автомобили на местах для инвалидов;743;Федеральный
Стимулировать возврат капитала в Российскую Федерацию;743;Федеральный
Национальной идеей России должен стать символ справедливости;742;Федеральный
Перевести экспресс-электрички в статус обычных;742;Федеральный
Ввести требование о применении антипаразитарных средств для животных в фермерском и частном хозяйстве;741;Федеральный
Создать сайт с разбором правильных и необходимых действий в проблемных социальных ситуациях;741;Федеральный
Создать единый многоканальный номер телефона для направления сообщений о преступлениях коррупционной направленности;741;Федеральный
Обязательное использование «детектора лжи» на службе;741;Федеральный
Участие общественных жилищных инспекторов и экспертов в проверках в рамках лицензионного контроля управляющих компаний;741;Федеральный
Ввести единые коммунальные тарифы на всей территории России;740;Федеральный
Вернуть в армию в качестве обуви сапоги;739;Федеральный
Разрешить обращаться за выпиской рецептов по е-мейл перед посещением терапевта;739;Федеральный
Введение электронных общедоступных паспортов пожарной безопасности для всех торгово-развлекательных центров и т.п. объектов с обязательным включением в них всех данных о проведённых проверках контролирующими органами и вынесенных ими предписаниях;737;Федеральный
Предложить ведущим израильским и германским клиникам открыть филиалы в Крыму, Пятигорске и Владивостоке;737;Федеральный
Внести изменения в Федеральный закон от 02.05.2006 г. № 59-ФЗ (ст.8 и ст.10), обязав при любом ответе на письменное обращение граждан давать ссылку на само обращение;737;Федеральный
Внести дополнения в ГК РФ Статья 1281. Срок действия исключительного права на произведение (досрочная передача произведения в общественное достояние);736;Федеральный
Налоговый вычет на долги физических лиц;736;Федеральный
Принять меры, направленные на возрождение экономики Дальнего Востока;736;Федеральный
Разрешить использование полисов ОМС всеми категориями граждан РФ;736;Федеральный
Пересмотреть порядок и сроки внедрения системы маркировки лекарственных препаратов;735;Федеральный
Принять закон о включении в программу всех общеобразовательных учреждений страны предмет—«Экоурок»;735;Федеральный
Создать открытую динамическую базу данных цен на все товары и услуги в РФ, их наличие. Обеспечить хранение этих данных и свободный к ним доступ.;734;Федеральный
Прекратить хранение и захоронение радиоактивных отходов в Московской области;733;Федеральный
Поменять концепцию стагнации крупных российских городов «горожане заложники топливного бизнеса» на концепцию развития «города удобные для жизни»;732;Федеральный
Обязать владельцев автозаправочных станции (АЗС) устанавливать электронные табло, информирующие о наличии (отсутствии топлива), сливе топлива, перерыве на обед и т.п.;731;Федеральный
Дополнить ст.54 Гражданского кодекса РФ обязанностью юридических лиц иметь и регистрировать в ЕГРЮЛ адрес электронной почты;731;Федеральный
Изменить требования к планированию закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд;731;Федеральный
Создать упрощенную программу по миграции в Россию этнических немцев, австрийцев, чехов и иных граждан ЕС, которые занимались сферой высоких технологий;730;Федеральный
Запретить сложные маршруты эвакуации из зданий;729;Федеральный
Ограничить територию предоставления услуг банков;728;Федеральный
Повысить уровень квалификации военных врачей;727;Федеральный
Упразднить понятия «регистрация по месту жительства» и «регистрация по месту пребывания», заменив их одним «регистрация по месту проживания», и передать функции регистрации в ведение МВД, точнее на уровень участковых инспекторов;727;Федеральный
Запрет лутбоксов в компьютерных играх как скрытой формы азартных игр;727;Федеральный
Разрешить продажу в России бытовой техники, радиоэлектронных устройств и и другого оборудования только с русифицированным программным обеспечением;727;Федеральный
Отменить закон об обязательной авторизации в «информационно-коммуникационный сервисах» только по номеру телефона;726;Федеральный
Перевести угольные котельные государственных (муниципальных) учреждений, организаций с участием государства или муниципального образования и организаций, осуществляющих регулируемые виды деятельности на газ;726;Федеральный
Обязать АЗС, находящиеся вблизи автомобильных дорог федерального значения, размещать на своей территории зарядные станции для электомобиля;722;Федеральный
Расширить действие статьи 72.1 Уголовного кодекса РФ («Назначение наказания лицу, признанному больным наркоманией») на лиц,  признанных больными алкоголизмом;721;Федеральный
Запретить закрытие застройщиков-«однодневок»;721;Федеральный
Внедрить полностью автоматические системы обнаружения пожаров во все ТРК;719;Федеральный
Улучшить качество российских мультфильмов ;719;Федеральный
Провести реформу судебной системы, определяющей сущность демократических преобразований в России;719;Федеральный
Создать интернет-ресурс для информирования об эпидемиологической обстановке в стране по её субъектам;718;Федеральный
Создать социальные общежития для трезвых и некурящих ;718;Федеральный
Переименовать праздник «День защитника Отечества» в «День Российской Армии и Военно-Морского флота»;717;Федеральный
Внести изменения в Указ Президента Российской Федерации от 04.03.2013 г. № 183, дополнив его возможностью прохождения инициатив на экспертизу по временным результатам процентного голосования;716;Федеральный
Масштабная реорганизация работы государственной службы в области надзорных служб по примеру развитых стран;716;Федеральный
Принять программу по строительству и лизингу маломерных судов;716;Федеральный
Разработать государственную программу модернизации тюремной системы;715;Федеральный
Внести изменения в Правила разработки месторождений углеводородного сырья;714;Федеральный
Ввести повышающий коэффициент при расчете штрафов за нарушения ПДД, зависимый от дохода гражданина (дохода на одного члена семьи);714;Федеральный
Принять новую редакцию ст.26 приложения № 2 постановления Правительства РФ № 354 от 06.05.2011 г.;711;Федеральный
Дооборудовать сайт РОИ возможностью голосования по инициативе методом опроса;711;Федеральный
Предоставить право женщинам на отказ от прохождения  маммографии при проведении обязательных медицинских осмотров;711;Федеральный
Сделать все финансовые данные открытыми. Все сведения о зарплатах, о всех доходах любого гражданина сделать общедоступными. Аналогично ввести открытость данных о товарах и услугах, из чего складывается цена на них.;711;Федеральный
Законодательно запретить строительство свинокомплексов в экологически чистых областях и на черноземах;711;Федеральный
Обеспечить каждое общественное место пожарной наружной лестницей с выходом на каждый этаж;711;Федеральный
Законодательно выделять парковочное место для инвалида вблизи подъезда;710;Федеральный
Оборудовать трамваи лазерной стоп-линией извещения остановки;710;Федеральный
Обязать МСЭ вносить в ИПРА ребенка-инвалида детализации, характеристики и конструктивные особенности выдаваемых технических средств реабилитации;709;Федеральный
Уточнить в Правилах дорожного движения (ПДД) правила проезда перекрёстков равнозначных дорог при выполнении разворота;709;Федеральный
Ввести финансовую (материальную) ответственность при пожарах и других  чрезвычайных ситуациях собственников крупных торгово-развлекательных центров и общественных объектов;709;Федеральный
Дать возможность задать вопрос или высказать свое мнение при просмотре прямых эфиров телевизионных программ;705;Федеральный
Ввести в качестве дополнительной меры ответственности за правонарушения, совершенные в состоянии опьянения, запрет на употребление алкогольных напитков;705;Федеральный
Создать федеральный конституционный закон о единой структуре оформления законов (конституционных, федеральных и региональных);703;Федеральный
Предоставить возможность продажи ипотечной квартиры (находящейся в залоге), в которой для погашения долга использовался материнский капитал;700;Федеральный
Изменить способ определения ставки налога на добавленную стоимость (НДС);699;Федеральный
Переименовать подразделения органов власти в комитеты (или/и в главные управления) взамен иностранных названий;698;Федеральный
Пересмотреть список легковых автомобилей, попадающих под уплату налога на роскошь - транспортный налог;698;Федеральный
Разработать, составить, утвердить и опубликовать энциклопедический словарь нормативных юридических, финансовых и экономических терминов и выражений, далее (словарь);698;Федеральный
Установить контроль специальным федеральным органом за землями регионов под социальные и инфраструктурные проекты;698;Федеральный
Запретить продажу петард, салютов;697;Федеральный
Модернизация РОИ (Git для РОИ): Выставление чужих инициатив на повторное голосование.;697;Федеральный
Признать нравственность и духовное развитие детей в обществе основой всей системы образования в современной школе;696;Федеральный
Пересмотреть концепцию размещения мест массового скопления людей (кинозалы, кафе, детские городки, контактные зоопарки и т.п.) в торгово-развлекательных центрах;695;Федеральный
Организовать общественный проект по наведению законности и порядка в экономике страны;695;Федеральный
Ввести обязательную ротацию сотрудников МЧС;692;Федеральный
Ввести в стандарт оказания медпомощи при эпилепсии ознакомление с техникой безопасности при эпилепсии;691;Федеральный
Усовершенствовать интернет-ресурс «Российская общественная инициатива» (РОИ) для повышения эффективности реализации общественных инициатив, направленных гражданами Российской Федерации;690;Федеральный
Включить в банк исполнительных производств сведения об ИНН юридических лиц ;690;Федеральный
Разработать стратегию преобразования России;690;Федеральный
Исключить интернет-сервисы из области действия Федерального закона «О персональных данных»;690;Федеральный
Ликвидировать зависимость экономики РФ от продажи сырьевых ресурсов, повысить производительность труда, сделать наши товары конкурентноспособными на мировом рынке, повысить темпы прироста ВВП;688;Федеральный
Оплачивать проезд в маршрутных такси (Газелях, Фордах, микроавтобусах) при отсутствии кондукторов на выходе;687;Федеральный
Обязать религиозные организации заключать трудовые договора со священнослужителями;687;Федеральный
Исключить анонимность в РОИ;687;Федеральный
Создать единую государственную экспертную службу на базе Министерства юстиции РФ;687;Федеральный
Запретить труд работников, направленных временно работодателем к другим физическим лицам или юридическим лицам по договору о предоставлении труда работников (персонала);687;Федеральный
Создать фонд по возмещению судебных расходов стороне, выигравшей спор в гражданском/уголовном/арбитражном процессе;687;Федеральный
Установить минимальный размер моральной компенсации в размере одного миллиона рублей (исключая словесные оскорбления);686;Федеральный
Разработать меры поощрения и защиты от преследования авторов гражданских инициатив;686;Федеральный
Создать систему контроля и управления потребления электроэнергии государственных учреждений ;685;Федеральный
Обязать мотоциклистов и их пассажиров передвигаться по автодорогам только в светоотражающих жилетах;685;Федеральный
Изменить ставку налогообложения для граждан Российской Федерации по налогу на доходы по операциям с ценными бумагами для повышения привлекательности российских ценных бумаг на внутреннем рынке по сравнению с иностранными;685;Федеральный
Повысить нормы расходов организаций на выплату компенсации за использование для служебных поездок личных легковых автомобилей и мотоциклов, установленные постановлением Правительства Российской Федерации от 8 февраля 2002 г. № 92;684;Федеральный
Рекомендовать к употреблению корректные термины для расстройств личности (половой самоидентификации);684;Федеральный
Начать профилактические действия для недопущения пиратства в Азовском море;684;Федеральный
Оборудовать все лестницы рельсами для колясок;684;Федеральный
Дополнить голосование по инициативе опросом (анонимным) тех, кто против инициативы;684;Федеральный
Разработать отдельный федеральный конституционный закон, регулирующий и объединяющий все правоотношения в сфере защиты и реализации гражданских прав;681;Федеральный
Разработать и принять национальную стратегию Российской Федерации по профилактике самоубийств;680;Федеральный
Вернуть право на присвоение звания «Ветеран труда» авторам изобретений;680;Федеральный
Вооружать сотрудников правоохранительных органов табельным огнестрельным оружием ограниченного поражения (травматическое) в дополнение к боевому;680;Федеральный
Уголовная ответственность за «Информационный терроризм»;680;Федеральный
 Восстановить поселковые общественные бани дровяного типа;680;Федеральный
Сделать обязательным подписание брачного договора при заключении брака;678;Федеральный
Разрешить получить владельцу металлического автогаража право собственности на участок земли под его автогаражом;677;Федеральный
Обязать торговые сети указывать на ценнике регион происхождения, вес за литр, кг, дату сбора или производства, адрес производителя и рекомендуемую цену данного продукта;677;Федеральный
Сформировать государственный реестр кредитных историй на базе ресурсов ЦККИ или Росреестра ;676;Федеральный
Создание мощного локомотива роста экономики России путем дополнительного ввода и правильного распределения вводимых в экономику денег;676;Федеральный
Создать личный кабинета сотрудника МВД на сайте МВД;676;Федеральный
Заменить «живую» вакцину от полиомиелита на «убитую»;676;Федеральный
Совершенствование Единого государственного экзамена;675;Федеральный
Запретить органам власти повышать налоги на недвижимость (оформленную ранее) оказавшуюся в зоне реконструкций, присоединения (пример: Новая Москва);674;Федеральный
Принять закон, позволяющий определить способ индексации взысканных денежных сумм;672;Федеральный
Запретить научным и научно-образовательным организациям использовать имеющиеся ресурсы для ведения коммерческой деятельности;671;Федеральный
